1 0 0 0 {1208.5,1192.0,1190.4,1214.6,1201.7,1208.6,1197.8,1201.2,1210.2,1199.2,1206.0,1191.6,1196.6,1188.8,1195.9,1195.3,1199.2,1197.6,1198.4,1208.2,1190.8,1183.9,1199.6,1204.1,1212.2,1202.6,1196.3,1200.5,1195.9,1202.1,1186.1,1206.6,1186.1,1199.1,1194.2,1207.2,1204.1,1199.7,1188.3,1207.0,1207.7,1195.0,1203.3,1200.2,1190.5,1208.4,1201.2,1210.4,1199.0,1191.8,1212.2,1210.7,1208.2,1195.6,1205.8,1198.0,1195.6,1206.4,1206.9,1204.3,1194.8,1202.1,1195.4,1190.7,1197.8,1211.1,1191.3,1203.5,1195.6,1201.7,1194.8,1194.2,1197.9,1198.9,1209.1,1209.0,1207.1,1201.4,1212.8,1211.5,1205.8,1211.6,1208.6,1206.0,1202.0,1210.1,1199.9,1203.5,1207.1,1203.1,1207.3,1207.1,1197.7,1202.2,1202.2,1195.8,1195.5,1193.9,1192.5,1203.7,1204.2,1196.4,1204.9,1198.3,1198.3,1204.5,1198.1,1188.2,1207.7,1200.2,1202.1,1208.4,1199.8,1206.7,1198.7,1190.5,1199.9,1208.4,1205.9,1204.7,1196.0,1202.5,1194.8,1206.1,1207.5,1210.4,1202.4,1206.2,1207.2,1202.6,1198.7,1208.0,1195.9,1207.4,1203.8,1203.9,1193.9,1210.6,1195.2,1207.3,1204.7,1215.9,1208.3,1204.2,1205.0,1191.4,1208.2,1205.3,1211.7,1211.5,1210.9,1209.0,1209.5,1212.0,1204.4,1203.7,1208.6,1197.3,1215.2,1190.7,1191.4,1204.4,1208.8,1205.2,1196.5,1214.4,1202.4,1207.5,1210.2,1211.1,1206.9,1211.4,1202.2,1204.8,1192.2,1207.3,1210.9,1196.9,1216.8,1204.4,1208.3,1206.6,1210.4,1194.7,1207.3,1212.9,1202.9,1200.6,1205.0,1191.1,1198.0,1198.7,1209.5,1211.2,1195.7,1194.4,1198.1,1202.9,1208.1,1202.3,1215.2,1200.8,1204.0,1215.2,1212.4,1199.8,1200.7,1194.8,1211.0,1198.8,1204.9,1205.4,1199.3,1203.8,1207.3,1199.3,1205.6,1207.8,1202.4,1203.2,1203.9,1209.9,1203.1,1204.6,1206.8,1215.6,1205.0,1203.4,1195.7,1200.7,1203.6,1207.0,1208.4,1207.8,1205.4,1206.9,1199.0,1205.2,1199.4,1203.8,1207.4,1212.5,1213.5,1183.4,1195.8,1211.5,1211.6,1207.1,1203.7,1206.0,1195.4,1203.7,1198.0,1210.8,1202.5,1191.3,1207.2,1204.9,1207.2,1204.5}
1 0 1 0 {1193.6,1195.8,1200.3,1207.6,1204.5,1205.7,1205.2,1193.3,1202.5,1197.2,1204.3,1203.8,1205.7,1198.2,1207.8,1204.4,1191.5,1203.2,1207.0,1201.7,1190.5,1178.8,1203.5,1194.7,1211.0,1198.5,1208.1,1205.3,1208.3,1203.3,1189.9,1192.6,1194.6,1210.8,1211.8,1199.1,1195.9,1194.7,1200.4,1206.7,1203.7,1208.5,1206.6,1208.3,1211.6,1195.7,1195.1,1205.4,1197.2,1215.2,1207.2,1199.3,1206.2,1201.9,1210.3,1198.9,1212.7,1206.3,1208.1,1203.1,1195.0,1214.1,1203.6,1200.2,1189.4,1194.4,1193.3,1192.6,1201.9,1200.4,1205.0,1179.6,1201.7,1204.8,1204.3,1203.9,1201.0,1202.8,1202.6,1199.3,1207.5,1201.3,1192.9,1198.3,1204.4,1207.5,1206.3,1193.8,1198.2,1194.7,1211.1,1202.4,1206.4,1193.6,1210.8,1203.3,1212.4,1205.4,1210.4,1207.4,1204.4,1195.7,1208.1,1207.1,1211.2,1201.0,1205.9,1203.7,1199.8,1207.1,1211.8,1206.6,1187.0,1200.5,1201.6,1199.1,1203.5,1207.4,1201.9,1208.5,1198.6,1208.0,1206.8,1197.9,1193.7,1215.5,1201.1,1200.1,1191.1,1203.0,1213.3,1216.8,1206.5,1203.8,1204.6,1210.4,1205.6,1198.7,1216.5,1191.2,1207.4,1209.2,1194.7,1195.3,1208.1,1204.1,1195.3,1205.8,1206.6,1194.7,1212.7,1206.2,1211.6,1205.0,1200.9,1206.0,1196.2,1201.1,1198.6,1212.6,1203.9,1208.2,1206.4,1195.4,1194.9,1205.0,1193.7,1212.1,1207.2,1198.1,1199.2,1203.9,1204.2,1198.0,1210.6,1203.4,1200.8,1207.9,1208.0,1214.2,1199.0,1204.0,1206.2,1212.9,1210.9,1195.7,1207.2,1209.7,1207.2,1199.1,1202.0,1203.6,1206.2,1206.1,1191.7,1191.2,1206.8,1208.2,1211.8,1217.0,1199.2,1205.8,1194.7,1210.7,1210.5,1195.3,1208.0,1199.8,1203.6,1195.3,1202.8,1201.0,1199.8,1210.2,1194.9,1208.1,1198.8,1199.2,1205.0,1204.1,1191.0,1198.8,1197.5,1207.5,1206.3,1206.2,1203.9,1197.0,1208.3,1182.3,1198.1,1206.5,1209.1,1194.7,1207.2,1212.1,1212.8,1210.6,1206.7,1211.7,1197.1,1194.6,1204.4,1198.2,1199.5,1208.4,1196.7,1191.4,1202.1,1198.2,1197.5,1211.5,1210.0,1208.7,1201.0,1203.6,1196.6,1207.8,1204.1,1206.8}
1 0 2 0 {1193.6,1205.0,1192.8,1209.1,1203.1,1210.6,1188.8,1209.4,1186.8,1190.6,1205.5,1193.1,1191.0,1203.8,1205.6,1190.3,1202.6,1192.4,1194.3,1196.0,1207.3,1204.8,1198.5,1206.8,1208.1,1206.6,1189.4,1207.5,1215.1,1212.4,1203.2,1208.7,1204.3,1207.6,1198.8,1199.0,1211.7,1209.9,1200.9,1209.6,1206.2,1204.6,1203.0,1201.9,1213.8,1190.9,1187.9,1205.4,1195.2,1195.9,1198.0,1200.2,1197.5,1194.3,1203.1,1206.9,1207.8,1189.1,1199.8,1202.8,1209.3,1192.2,1207.9,1207.3,1211.4,1202.6,1201.4,1208.0,1195.6,1198.0,1206.8,1194.9,1210.8,1192.8,1198.5,1194.8,1205.8,1209.2,1206.1,1201.2,1202.2,1192.1,1203.1,1197.3,1200.5,1209.1,1210.8,1207.2,1211.7,1197.2,1207.6,1205.8,1206.5,1215.6,1195.5,1197.5,1210.3,1195.5,1203.1,1210.9,1204.5,1206.7,1197.0,1206.9,1196.9,1190.5,1202.8,1194.7,1200.2,1193.0,1204.8,1201.8,1206.7,1200.0,1198.4,1205.7,1204.0,1187.6,1207.6,1203.5,1203.0,1210.7,1203.1,1207.1,1199.1,1191.1,1187.1,1206.7,1195.3,1209.4,1202.4,1198.8,1203.6,1207.4,1207.9,1206.4,1201.6,1204.4,1213.3,1199.8,1209.9,1207.4,1199.0,1191.2,1211.9,1195.2,1198.9,1202.5,1201.1,1202.0,1195.3,1196.3,1207.1,1210.7,1197.8,1189.2,1210.0,1207.6,1206.2,1212.2,1212.9,1212.5,1204.2,1191.7,1206.8,1208.0,1201.5,1206.7,1199.6,1203.1,1204.4,1206.2,1203.3,1207.4,1191.4,1195.2,1211.8,1192.9,1204.0,1197.7,1206.8,1194.2,1203.6,1203.7,1195.6,1196.4,1206.6,1210.1,1207.0,1207.3,1195.6,1203.7,1203.1,1207.5,1210.8,1205.9,1206.8,1193.6,1201.1,1201.8,1207.1,1204.9,1206.9,1202.7,1190.5,1206.1,1203.9,1200.3,1208.4,1190.4,1209.2,1199.9,1198.9,1211.3,1208.0,1210.3,1202.7,1204.1,1189.0,1195.0,1203.6,1191.5,1193.1,1212.3,1203.9,1206.9,1208.3,1210.5,1195.0,1203.4,1196.5,1214.4,1192.2,1198.0,1195.4,1204.8,1182.8,1193.2,1203.9,1212.3,1205.1,1206.9,1214.3,1196.8,1207.2,1199.9,1198.3,1196.9,1211.0,1195.2,1211.4,1198.3,1193.9,1202.9,1202.1,1206.2,1209.2,1195.0,1208.2,1207.2}
1 0 3 0 {1201.3,1207.5,1207.8,1194.4,1193.3,1192.6,1195.2,1192.7,1199.1,1200.9,1199.0,1207.9,1200.8,1205.9,1196.1,1190.4,1192.5,1188.6,1197.9,1193.0,1204.5,1208.2,1190.4,1206.4,1207.0,1191.3,1187.0,1211.1,1204.0,1196.6,1207.2,1199.8,1205.2,1207.1,1197.1,1206.7,1207.4,1190.1,1185.1,1207.5,1205.0,1197.4,1191.1,1198.5,1208.5,1215.7,1199.1,1214.4,1198.5,1211.6,1203.1,1194.0,1202.4,1203.2,1187.7,1207.1,1199.1,1199.2,1200.2,1211.1,1209.5,1204.0,1198.7,1201.2,1196.0,1201.5,1203.9,1203.6,1202.8,1191.3,1206.4,1194.9,1202.8,1199.8,1190.5,1197.8,1207.3,1216.2,1190.9,1198.8,1205.3,1203.3,1198.7,1211.3,1206.5,1208.1,1191.8,1203.8,1211.6,1205.1,1210.5,1208.0,1198.7,1194.3,1195.2,1204.7,1206.1,1207.3,1203.4,1199.1,1199.9,1203.8,1207.8,1196.4,1204.4,1208.4,1199.5,1201.2,1194.1,1204.8,1205.7,1206.9,1205.6,1193.5,1207.3,1198.0,1196.7,1204.8,1210.9,1196.3,1211.0,1208.0,1195.4,1198.2,1198.5,1194.0,1200.8,1204.0,1209.0,1202.9,1191.3,1213.5,1211.7,1207.9,1191.2,1196.7,1203.6,1199.8,1206.4,1196.9,1202.0,1192.9,1209.2,1206.8,1204.0,1199.9,1207.9,1194.9,1204.7,1204.7,1207.3,1200.6,1201.0,1185.1,1209.1,1202.3,1199.9,1196.9,1210.6,1208.6,1204.3,1203.8,1202.7,1203.3,1201.5,1205.4,1192.3,1200.9,1205.2,1205.8,1196.2,1195.2,1207.8,1199.5,1202.2,1195.3,1190.7,1201.0,1203.5,1211.1,1199.3,1203.8,1191.0,1194.7,1191.7,1196.5,1199.3,1205.2,1203.3,1194.4,1200.9,1193.9,1202.0,1198.7,1194.7,1203.4,1195.7,1215.5,1194.7,1208.0,1199.2,1193.5,1203.8,1202.3,1208.6,1191.6,1207.1,1191.9,1202.8,1194.5,1196.1,1202.7,1195.6,1199.2,1195.5,1206.7,1217.5,1202.9,1198.4,1207.1,1207.6,1204.6,1195.0,1203.3,1203.9,1198.5,1206.9,1199.1,1195.8,1191.4,1209.7,1193.7,1211.6,1194.1,1202.4,1208.4,1203.2,1213.0,1195.0,1211.0,1192.2,1194.5,1204.7,1186.8,1202.0,1207.5,1203.2,1204.6,1192.5,1203.4,1203.6,1199.8,1201.4,1200.7,1196.6,1196.4,1198.9,1207.1,1198.4,1192.3}
1 0 4 0 {1192.5,1180.0,1193.4,1200.1,1184.1,1203.2,1199.6,1202.1,1201.4,1209.8,1205.9,1195.6,1185.7,1184.4,1191.6,1210.0,1195.0,1197.6,1192.6,1205.6,1198.7,1201.4,1202.6,1193.3,1206.7,1194.4,1195.3,1194.0,1209.1,1196.6,1210.6,1194.1,1195.8,1194.7,1192.9,1182.9,1207.3,1203.7,1191.4,1189.3,1195.2,1201.4,1201.3,1198.3,1183.5,1194.3,1201.9,1208.6,1207.8,1194.9,1203.3,1210.5,1210.4,1190.6,1195.9,1196.9,1188.4,1204.4,1200.6,1192.0,1214.5,1206.2,1209.1,1200.2,1204.6,1188.3,1202.9,1194.7,1198.9,1205.4,1193.9,1191.0,1200.1,1178.1,1195.8,1206.6,1210.0,1192.2,1204.1,1199.2,1203.2,1193.4,1194.6,1206.8,1190.7,1200.5,1203.1,1203.5,1189.6,1203.4,1201.4,1185.6,1184.8,1196.5,1215.4,1191.4,1206.6,1208.5,1196.2,1202.9,1192.0,1209.7,1201.7,1190.2,1193.4,1194.3,1191.3,1195.6,1200.8,1196.3,1200.5,1196.9,1192.7,1177.5,1200.4,1203.7,1206.7,1203.1,1210.9,1203.6,1182.8,1201.7,1192.7,1198.3,1179.4,1191.6,1200.2,1191.5,1203.7,1214.8,1199.1,1223.7,1208.0,1205.9,1210.9,1195.8,1197.1,1194.7,1189.4,1210.7,1210.5,1204.7,1190.5,1196.0,1192.3,1195.2,1209.9,1198.1,1192.0,1200.6,1191.7,1209.8,1194.9,1198.1,1181.1,1210.5,1201.4,1189.6,1200.4,1197.3,1204.0,1197.7,1214.5,1191.5,1214.5,1205.9,1201.0,1204.9,1193.8,1202.1,1194.1,1205.9,1187.3,1194.7,1204.9,1187.8,1189.6,1198.8,1210.1,1179.7,1205.2,1194.4,1203.5,1194.2,1187.3,1210.3,1203.6,1203.6,1191.4,1186.5,1201.9,1213.8,1207.7,1201.8,1210.4,1193.4,1202.3,1191.4,1203.7,1187.2,1202.3,1192.1,1203.8,1207.3,1219.8,1199.1,1210.9,1195.2,1199.9,1199.7,1204.1,1204.2,1202.2,1201.3,1205.9,1204.5,1199.3,1198.9,1186.7,1206.6,1213.0,1198.2,1204.2,1198.7,1203.4,1197.4,1213.0,1212.4,1183.0,1195.1,1200.3,1207.3,1191.0,1183.7,1199.2,1191.9,1193.3,1207.3,1198.1,1194.3,1205.0,1190.2,1205.2,1208.4,1197.1,1186.8,1187.8,1201.1,1205.8,1196.7,1194.8,1207.7,1202.1,1206.5,1206.9,1188.6,1198.9,1211.3,1210.2,1195.0}
1 0 5 0 {1195.3,1184.6,1200.0,1199.3,1199.6,1207.7,1192.1,1182.4,1200.8,1199.6,1193.6,1198.6,1187.6,1196.6,1206.7,1205.1,1196.1,1203.5,1196.1,1191.8,1207.7,1195.0,1198.8,1206.8,1200.0,1178.5,1206.5,1185.2,1202.5,1201.9,1184.7,1190.6,1192.3,1195.5,1207.3,1200.8,1202.8,1196.3,1191.1,1199.2,1203.8,1207.8,1204.3,1210.4,1204.2,1196.2,1207.6,1210.3,1199.1,1207.9,1191.7,1194.1,1209.4,1197.5,1187.3,1188.2,1191.4,1198.2,1202.7,1207.7,1187.2,1181.9,1197.3,1198.0,1202.8,1204.8,1195.1,1208.5,1197.4,1193.8,1195.8,1198.2,1188.7,1192.1,1196.0,1208.4,1196.4,1197.8,1192.3,1204.5,1179.0,1204.8,1191.5,1214.4,1203.4,1197.6,1202.3,1211.2,1192.3,1192.6,1206.9,1209.4,1205.3,1204.9,1192.3,1198.6,1198.9,1195.1,1215.2,1193.7,1199.8,1195.5,1195.7,1203.0,1184.0,1207.8,1186.8,1191.9,1199.4,1204.4,1194.0,1212.2,1179.4,1188.3,1196.1,1198.5,1194.7,1199.4,1201.1,1211.0,1182.0,1195.2,1203.9,1201.2,1194.3,1207.8,1195.0,1198.9,1203.5,1196.5,1211.5,1199.0,1200.7,1182.2,1201.4,1190.9,1190.1,1203.2,1193.9,1201.6,1206.0,1200.9,1196.6,1198.9,1187.8,1192.9,1195.9,1208.5,1199.4,1194.0,1182.9,1196.7,1204.6,1201.5,1192.2,1201.6,1206.0,1202.5,1205.1,1193.0,1209.3,1206.9,1198.8,1214.4,1198.9,1194.0,1199.1,1191.9,1197.9,1204.5,1191.5,1189.1,1193.9,1186.5,1210.9,1192.6,1205.1,1194.2,1205.5,1204.4,1201.9,1191.3,1187.3,1194.6,1195.4,1200.6,1200.3,1203.0,1199.7,1197.4,1214.2,1223.0,1215.3,1201.3,1199.8,1210.2,1209.9,1200.1,1190.4,1210.4,1201.8,1192.2,1192.7,1212.6,1211.7,1190.8,1195.0,1202.5,1194.0,1203.2,1198.9,1188.4,1204.2,1207.9,1190.7,1194.5,1184.3,1182.4,1203.2,1209.4,1196.7,1189.1,1202.9,1190.4,1207.5,1208.0,1200.4,1207.7,1200.0,1194.4,1198.9,1207.5,1197.7,1205.4,1200.2,1208.1,1193.8,1202.5,1211.8,1211.1,1196.0,1221.4,1204.3,1199.0,1207.2,1200.7,1208.4,1201.7,1199.8,1207.7,1203.9,1195.8,1202.5,1199.2,1197.4,1198.9,1190.1,1202.9,1205.6,1204.7}
1 0 6 0 {1207.3,1210.1,1178.8,1205.0,1199.2,1209.8,1199.1,1202.6,1179.6,1196.3,1195.0,1197.0,1201.1,1196.0,1183.5,1202.8,1199.2,1189.6,1210.0,1194.3,1196.5,1203.3,1185.5,1201.1,1182.7,1196.2,1193.6,1197.6,1210.2,1199.7,1194.9,1199.6,1187.7,1203.1,1195.1,1194.4,1210.8,1195.2,1183.2,1194.4,1190.2,1190.7,1197.9,1197.4,1207.6,1210.1,1192.3,1186.4,1198.2,1190.1,1200.4,1202.6,1186.7,1192.7,1196.1,1207.1,1189.2,1192.0,1205.4,1194.7,1198.8,1209.4,1192.5,1198.7,1175.8,1193.4,1205.9,1202.7,1192.6,1192.0,1194.8,1184.7,1195.3,1187.3,1189.4,1191.2,1196.6,1186.5,1186.3,1203.7,1205.3,1194.9,1203.7,1190.9,1197.7,1195.3,1184.2,1191.8,1200.0,1199.4,1200.9,1205.3,1202.3,1183.3,1207.9,1201.0,1196.6,1202.7,1213.6,1205.9,1199.6,1202.2,1188.5,1194.5,1201.4,1196.0,1200.0,1194.4,1194.4,1206.0,1198.7,1198.7,1197.1,1201.2,1204.7,1199.9,1199.3,1186.2,1183.4,1205.4,1195.1,1205.7,1207.6,1190.2,1199.1,1191.1,1194.6,1199.3,1194.0,1193.8,1197.1,1202.3,1195.4,1195.6,1203.8,1198.2,1195.6,1202.7,1209.2,1195.0,1193.8,1201.6,1206.7,1199.3,1193.7,1208.9,1203.2,1195.4,1197.3,1200.1,1186.5,1195.6,1193.5,1190.3,1212.1,1186.6,1184.4,1213.0,1197.2,1197.5,1195.7,1187.2,1198.5,1184.4,1194.9,1195.6,1202.1,1187.0,1196.3,1202.3,1204.0,1192.9,1205.2,1191.9,1211.5,1201.3,1201.5,1206.0,1197.8,1202.4,1203.8,1198.8,1195.2,1195.2,1191.3,1200.0,1183.5,1198.7,1201.0,1211.8,1206.9,1199.0,1215.7,1207.6,1206.6,1200.7,1206.7,1202.0,1205.8,1205.4,1206.5,1186.2,1190.1,1207.7,1202.2,1208.4,1191.1,1193.6,1189.7,1199.0,1199.4,1194.3,1194.6,1195.3,1200.0,1201.8,1199.9,1184.5,1194.1,1197.7,1200.6,1201.7,1188.5,1194.1,1194.4,1199.4,1192.3,1185.1,1191.2,1202.0,1200.9,1200.9,1198.4,1198.7,1185.3,1190.0,1204.1,1195.0,1196.1,1191.2,1208.3,1185.9,1191.2,1212.3,1194.8,1210.5,1203.6,1195.2,1197.4,1199.8,1197.5,1207.4,1209.6,1198.2,1201.2,1195.9,1206.1,1201.1,1207.7,1200.2}
1 0 7 0 {1190.9,1195.8,1194.8,1189.5,1196.9,1192.2,1190.6,1190.0,1190.4,1195.4,1192.2,1199.0,1190.0,1196.0,1188.2,1186.7,1199.8,1199.7,1178.3,1206.0,1182.8,1200.9,1194.8,1204.7,1189.4,1193.8,1198.9,1187.8,1183.7,1170.8,1212.9,1204.9,1183.3,1199.6,1191.4,1197.4,1181.3,1194.2,1188.3,1196.7,1219.6,1196.6,1196.0,1198.4,1183.8,1186.1,1197.4,1195.9,1181.7,1190.1,1202.3,1205.4,1198.4,1197.4,1189.6,1199.9,1196.4,1189.7,1200.9,1200.7,1189.2,1197.4,1190.5,1205.4,1201.4,1186.1,1201.3,1189.8,1197.6,1190.1,1200.3,1203.4,1183.9,1200.2,1201.1,1193.9,1201.8,1218.1,1190.0,1173.2,1192.1,1209.7,1202.4,1192.8,1198.8,1211.1,1193.9,1184.5,1192.9,1180.2,1191.2,1188.3,1177.3,1193.0,1200.4,1195.6,1204.6,1212.9,1190.5,1201.6,1195.7,1201.4,1195.2,1206.5,1196.2,1207.0,1195.3,1200.0,1195.9,1195.3,1188.5,1188.3,1201.8,1191.4,1206.6,1193.1,1207.2,1184.7,1208.9,1179.6,1192.8,1195.7,1186.6,1190.9,1201.4,1193.1,1187.8,1198.5,1217.6,1192.3,1181.6,1200.4,1199.5,1203.7,1199.6,1207.1,1203.1,1202.9,1207.4,1189.7,1201.5,1180.6,1205.2,1184.2,1199.4,1188.1,1191.1,1210.3,1190.2,1183.0,1185.3,1194.5,1189.8,1198.8,1191.4,1201.6,1191.4,1191.8,1202.8,1198.1,1204.8,1197.2,1201.6,1192.6,1198.2,1195.1,1186.5,1204.5,1205.1,1220.9,1200.0,1214.8,1189.8,1188.4,1201.0,1196.2,1191.3,1193.8,1205.2,1198.3,1190.2,1186.7,1202.1,1190.8,1205.0,1194.1,1200.8,1197.1,1192.8,1211.7,1193.1,1190.0,1205.6,1195.2,1190.2,1211.8,1205.7,1188.2,1188.2,1191.6,1198.0,1208.1,1188.0,1194.6,1192.3,1175.0,1199.8,1186.4,1207.3,1187.8,1184.7,1203.9,1200.9,1191.1,1208.6,1193.1,1194.5,1191.1,1203.1,1192.9,1204.9,1198.0,1202.6,1198.9,1199.5,1191.2,1195.6,1192.2,1197.6,1199.6,1198.9,1190.9,1196.2,1201.8,1192.6,1216.9,1212.1,1200.5,1187.7,1194.3,1201.3,1193.8,1188.7,1194.9,1189.2,1190.0,1200.3,1188.0,1193.4,1207.5,1204.5,1185.3,1169.8,1197.3,1204.1,1186.3,1196.0,1197.2,1218.9,1193.2}
1 0 8 0 {1214.7,1187.2,1208.9,1184.6,1217.1,1228.7,1220.1,1215.1,1204.8,1212.4,1224.1,1216.3,1230.1,1216.8,1199.0,1213.1,1214.8,1223.0,1221.3,1199.9,1219.7,1220.2,1214.2,1213.0,1234.6,1215.0,1226.4,1218.5,1213.7,1237.4,1234.0,1237.7,1210.4,1229.1,1224.5,1222.7,1221.0,1226.8,1197.4,1231.4,1225.5,1205.8,1231.6,1225.8,1219.3,1212.3,1226.0,1212.2,1211.2,1216.4,1196.4,1222.3,1213.9,1211.7,1221.8,1225.4,1209.3,1218.6,1199.4,1200.5,1232.2,1209.1,1228.5,1215.8,1210.8,1222.5,1207.2,1205.8,1208.0,1217.3,1221.9,1215.6,1203.0,1215.9,1229.4,1215.8,1206.2,1212.9,1207.8,1205.0,1220.9,1225.2,1212.0,1215.8,1219.9,1223.8,1219.0,1203.5,1228.3,1212.7,1225.3,1222.9,1209.7,1210.0,1218.8,1220.1,1229.6,1223.9,1219.4,1215.5,1240.0,1233.1,1225.6,1222.3,1230.0,1227.6,1236.5,1224.5,1228.0,1236.1,1239.2,1223.9,1212.8,1222.2,1231.7,1219.0,1214.4,1225.8,1214.8,1217.5,1219.5,1225.0,1220.7,1216.9,1221.1,1214.5,1198.5,1224.3,1211.3,1214.5,1212.4,1206.2,1213.4,1219.5,1209.4,1219.4,1202.5,1200.9,1219.6,1205.6,1205.3,1219.5,1221.3,1222.4,1229.1,1234.0,1203.6,1222.3,1226.3,1208.0,1207.3,1204.2,1200.6,1222.3,1201.9,1213.8,1217.5,1226.5,1220.1,1223.4,1211.3,1222.4,1221.1,1227.2,1233.5,1232.7,1224.4,1229.9,1230.3,1219.2,1235.1,1225.6,1240.6,1224.0,1211.8,1218.9,1226.2,1216.3,1212.4,1223.8,1220.3,1216.0,1224.9,1230.1,1213.4,1226.1,1225.1,1222.7,1231.1,1213.3,1223.7,1216.0,1202.4,1210.5,1228.8,1212.0,1220.7,1207.1,1209.0,1212.3,1221.1,1225.1,1198.7,1214.1,1211.8,1199.7,1217.7,1214.9,1218.1,1205.1,1214.9,1226.3,1210.8,1222.5,1220.1,1215.7,1230.6,1210.6,1225.7,1214.6,1222.9,1221.4,1215.2,1232.8,1217.8,1224.4,1237.7,1216.7,1218.4,1215.2,1236.3,1202.2,1226.8,1229.6,1214.4,1227.0,1206.8,1216.8,1201.3,1206.5,1222.1,1194.0,1207.8,1190.0,1192.1,1201.6,1200.7,1203.6,1210.3,1199.8,1210.5,1212.4,1199.1,1205.4,1199.3,1194.0,1206.0,1199.4,1190.6,1199.3}
1 0 0 1 {1261.9,1262.0,1272.1,1262.5,1270.4,1273.8,1276.4,1270.3,1274.2,1270.2,1263.0,1262.9,1270.3,1255.2,1274.9,1271.0,1270.8,1265.9,1276.8,1270.4,1260.9,1280.2,1268.1,1260.4,1265.3,1272.9,1261.4,1271.9,1279.6,1277.5,1262.2,1275.0,1277.6,1274.0,1260.2,1279.1,1273.9,1271.9,1275.4,1264.6,1242.6,1264.6,1261.4,1258.3,1265.3,1275.7,1274.2,1271.3,1271.6,1266.6,1278.7,1259.7,1254.1,1280.6,1274.8,1275.0,1274.7,1271.5,1270.3,1266.5,1271.7,1263.4,1278.3,1274.8,1274.8,1278.4,1279.1,1275.0,1276.3,1279.5,1256.4,1283.2,1272.4,1260.9,1272.5,1258.2,1281.3,1275.2,1270.7,1278.5,1278.1,1277.8,1282.9,1268.4,1267.7,1280.7,1275.9,1275.4,1278.9,1273.7,1265.3,1276.2,1269.9,1278.9,1270.9,1280.5,1280.6,1280.0,1278.0,1276.4,1270.3,1260.2,1272.0,1276.6,1274.1,1273.6,1267.4,1284.2,1270.9,1265.7,1265.6,1261.1,1267.0,1272.1,1277.1,1274.8,1274.8,1268.8,1281.0,1266.2,1279.4,1278.9,1274.7,1277.0,1265.5,1275.7,1268.7,1272.3,1279.0,1263.0,1273.0,1260.7,1275.0,1267.0,1277.4,1274.4,1273.2,1275.0,1271.6,1252.7,1276.0,1279.3,1273.9,1269.8,1278.4,1276.3,1263.0,1277.9,1259.3,1262.2,1272.9,1279.6,1280.7,1273.8,1277.4,1278.4,1271.0,1274.9,1278.6,1278.7,1273.5,1276.4,1272.9,1260.3,1278.4,1274.7,1259.0,1269.9,1275.2,1270.2,1273.3,1279.5,1272.2,1263.3,1272.8,1279.7,1264.1,1281.5,1277.3,1271.4,1276.1,1268.9,1274.9,1246.8,1284.0,1266.0,1278.0,1280.1,1272.6,1273.7,1275.6,1275.6,1259.2,1272.9,1280.1,1276.9,1247.0,1262.5,1276.2,1279.1,1265.2,1284.8,1264.9,1263.8,1275.1,1274.9,1271.1,1280.1,1261.4,1274.4,1276.2,1273.7,1279.5,1278.9,1272.3,1267.7,1259.9,1264.7,1259.1,1279.7,1271.0,1269.0,1283.7,1269.2,1259.7,1279.2,1276.9,1274.8,1278.2,1271.6,1279.0,1271.4,1279.4,1271.5,1279.8,1275.0,1269.1,1274.9,1272.3,1266.9,1273.2,1275.3,1279.0,1277.0,1274.9,1269.9,1272.9,1271.4,1274.2,1277.8,1276.0,1271.2,1272.5,1259.1,1279.3,1271.6,1275.4,1279.5,1278.5,1269.4}
